codigo_departamento,departamento,codigo_municipio,municipio,codigo_establecimiento,codigo_interno,codigo_distrito,establecimiento,tipo_establecimiento,direccion,telefono,supervisor,director,nivel,sector,area,status,modalidad,jornada,plan,departamental
01,GUATEMALA,05,PALENCIA,0042,46,108,CENTRO EDUCATIVO FE Y ALEGRIA NO. 48,CENTRO,SECTOR 3 LOTE 60 ALDEA PLAN GRANDE,47396396,PEDRO ADOLFO LUCERO ROSALES,CARLOS RENE OSORIO PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,0054,46,108,COLEGIO GUATEMALTECO TIKAL,COLEGIO,KILOMETRO 33 CALLE REAL ZONA 0 ALDEA LOS MIXCOS,31526305,PEDRO ADOLFO LUCERO ROSALES,GRISELDA DEL CARMEN MORALES DEL CID,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,0063,46,106,LICEO PREUNIVERSITARIO INTEGRAL GUATEMALTECO EMPRESARIAL,LICEO,SECTOR II LOTE 74 SANTA LUCIA LOS OCOTES APARTAMENTO B,59791931,CESAR ARNOLDO MARTINEZ GARCIA,OSCAR LEONEL CHARUC CHOGUIS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,0071,46,642,LICEO SAN FRANCISCO DE ASIS,LICEO,2DA. CALLE 2-45 PUEBLO NUEVO NORTE,30624815,JOSE ROBERTO ESTRADA RAMIREZ,MARIA RAFAELA MEJIA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,0086,46,107,LICEO TECNOLOGICO PROFESIONAL DE PALENCIA,LICEO,O AV. 0-06 AGUA TIBIA,49395955,ISMAILIA ALVIZURIS COTTO,MARIA ELVIA DEL ROSARIO MORALES OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,0111,46,642,COLEGIO NUEVA ERA,COLEGIO,5TA. CALLE 0-34 ZONA 0 ALDEA EL FISCAL,58650573,JOSE ROBERTO ESTRADA RAMIREZ,MAYRA YANNINA AVEA ROSALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
01,GUATEMALA,04,SAN JOSE DEL GOLFO,0027,46,113,INSTITUTO NACIONAL NITO PALENCIA MAYEN,INSTITUTO,4A. CALLE 3-01 ZONA 1,46815144,MARIA ROXANA PELAEZ HERRERA,CARLA SIOMARA BELTRAN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,0116,46,107,LICEO TECNOLOGICO PROFESIONAL DE PALENCIA,LICEO,0 AVENIDA 0-06 CANTON AGUA TIBIA,54799478,ISMAILIA ALVIZURIS COTTO,MARIA ELVIA DEL ROSARIO MORALES OLIVA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,0122,46,107,LICEO EN COMPUTACION EL PARAISO,LICEO,SECTOR 1 1-16 ALDEA EL PARAISO,31854131,ISMAILIA ALVIZURIS COTTO,ADRIANA JULIETA CRUZ MIJANGOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,0124,46,108,COLEGIO GUATEMALTECO TIKAL,COLEGIO,KILOMETRO 33 CALLE REAL ZONA 0 ALDEA LOS MIXCOS,31526305,PEDRO ADOLFO LUCERO ROSALES,GRISELDA DEL CARMEN MORALES DEL CID,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,0126,46,108,LICEO INTEGRAL PALENCIANO,LICEO,2DA. CALLE PROLONGACION INTERIOR NO. 7 EL RINCON,51604540,PEDRO ADOLFO LUCERO ROSALES,THELMA CONSUELO PEREZ HERNANDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,0129,46,108,CENTRO EDUCATIVO FE Y ALEGRIA NO. 53,CENTRO,ALDEA AZACUALPILLA,55588371,PEDRO ADOLFO LUCERO ROSALES,MARENA ELIZABETH YAT,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,0143,46,108,COLEGIO GUATEMALTECO TIKAL,COLEGIO,KILÓMETRO. 33 CALLE REAL ZONA 0 ALDEA LOS MIXCOS,31526305,PEDRO ADOLFO LUCERO ROSALES,GRISELDA DEL CARMEN MORALES DEL CID,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,0144,46,107,COLEGIO VISIONARIO J.P. II,COLEGIO,3A. AVENIDA 0-71 CANTON AGUA TIBIA,53806629,ISMAILIA ALVIZURIS COTTO,VICTOR MANUEL MURALLES MUNOZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,8549,46,108,LICEO INTEGRAL PALENCIANO,LICEO,2A. CALLE PROLONGACION INTERIOR NO. 7 CANTON RINCON DE LA PIEDRA,51604540,PEDRO ADOLFO LUCERO ROSALES,THELMA CONSUELO PEREZ HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,8550,46,108,LICEO INTEGRAL PALENCIANO,LICEO,2A. CALLE PROLONGACION INTERIOR NO. 7 CANTON RINCON DE LA PIEDRA,51604540,PEDRO ADOLFO LUCERO ROSALES,THELMA CONSUELO PEREZ HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,8604,46,111,LICEO INTEGRAL PALENCIANO,LICEO,2A. CALLE PROLONGACION INTERIOR NO. 7 EL RINCON CANTON RINCON DE LA PIEDRA,51604540,ROSA ALBA LOPEZ PIRIR,THELMA CONSUELO PEREZ HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,8606,46,108,LICEO INTEGRAL PALENCIANO,LICEO,2A. CALLE PROLONGACION INTERIOR NO. 7 EL RINCON CANTON RINCON DE LA PIEDRA,51604540,PEDRO ADOLFO LUCERO ROSALES,THELMA CONSUELO PEREZ HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
01,GUATEMALA,05,PALENCIA,0120,46,107,LICEO EN COMPUTACION EL PARAISO,LICEO,SECTOR 1 1-16 ALDEA EL PARAISO,31854131,ISMAILIA ALVIZURIS COTTO,ADRIANA JULIETA CRUZ MIJANGOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
01,GUATEMALA,04,SAN JOSE DEL GOLFO,0025,46,113,INSTITUTO NACIONAL NITO PALENCIA MAYEN,INSTITUTO,4A. CALLE 3-01 ZONA 1,66416637,MARIA ROXANA PELAEZ HERRERA,CARLA SIOMARA BELTRAN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA NORTE
01,GUATEMALA,04,SAN JOSE DEL GOLFO,0020,46,113,COLEGIO ALFA Y OMEGA,COLEGIO,MANZANA 4 LOTE 31 ZONA 0 LOTIFICACION JOYAS DEL GOLFO,51805661,MARIA ROXANA PELAEZ HERRERA,LILIAN MARIELA CASTRO SANDOVAL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
01,GUATEMALA,04,SAN JOSE DEL GOLFO,0017,46,113,COLEGIO ALFA Y OMEGA,COLEGIO,MANZANA 4 LOTE 31 ZONA 0 LOTIFICACION JOYAS DEL GOLFO,51805661,MARIA ROXANA PELAEZ HERRERA,LILIAN MARIELA CASTRO SANDOVAL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
01,GUATEMALA,03,SAN JOSE PINULA,0169,46,405,LICEO MIXTO PINULTECO,LICEO,4 CALLE 4-24 ZONA 1 . GUATEMALA,66762098,BLANCA SARAI GUTIERREZ PINEDA,CARLOS SANTIAGO COBOS HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,A DISTANCIA,GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0171,46,645,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA SAN LUIS,INSTITUTO,ALDEA SAN LUIS,49363613,ALBA MARICELA JOR PORTILLO,SONIA LUCRECIA REYES ORDONEZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0173,46,405,COLEGIO INTEGRAL EBENEZER,COLEGIO,2A. AVENIDA 4-34 CANTON MATAZANO ZONA 4,66617878,BLANCA SARAI GUTIERREZ PINEDA,MELVIN OMAR PEREZ MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0175,46,405,CENTRO EDUCATIVO INTEGRAL EL SABER,CENTRO,2A. CALLE 1-40 ZONA 2,66343164,BLANCA SARAI GUTIERREZ PINEDA,JUAN CAMO CORTEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0177,46,405,CENTRO EDUCATIVO EL PROGRESO,CENTRO,5A. CALLE 2-50 ZONA 2,52032301,BLANCA SARAI GUTIERREZ PINEDA,WALTER FERNANDO GARCIA MONTERROSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0178,46,405,LICEO COMERCIAL ENTRE VALLES,LICEO,8A. AVENIDA 10-08 (INTERIOR LOTE 22) CANTON EL MATAZANO ZONA 4,66382815,BLANCA SARAI GUTIERREZ PINEDA,RONALDO DE JESUS ALVIZURES CRUZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0179,46,405,CENTRO EDUCATIVO INTEGRAL EL SABER,CENTRO,2A. CALLE 1-40 ZONA 2,66343164,BLANCA SARAI GUTIERREZ PINEDA,JUAN CARLOS MARROQUIN MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0181,46,405,LICEO MIXTO PINULTECO,LICEO,4TA. CALLE 4-24 ZONA 1,66762098,BLANCA SARAI GUTIERREZ PINEDA,ANA GABRIELA GIRON FRANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0188,46,624,LICEO CRISTIANO REY SALOMON,LICEO,5A. CALLE 7-29 ZONA 4,48982587,ROSENDA CORINA SALAY ALBIZURES,ALMA BEATRIZ CHAY MOH,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0189,46,405,LICEO CRISTIANO REY SALOMON,LICEO,5A. CALLE 7-29 ZONA 4,48982587,BLANCA SARAI GUTIERREZ PINEDA,ALMA BEATRIZ CHAY MOH,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0191,46,624,LICEO CRISTIANO REY SALOMON,LICEO,5A. CALLE 7-29 ZONA 4,48982587,ROSENDA CORINA SALAY ALBIZURES,ALMA BEATRIZ CHAY MOH,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0194,46,633,LICEO INMACULADO CORAZON DE MARIA,LICEO,7A. AVENIDA 4-40 ZONA 4,32406001,MAYRA HORTENSIA RUSTRIAN ECUTE,OFELIA BEATRIZ ABLEXON MARROQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0196,46,633,LICEO COMERCIAL ENTRE VALLES,LICEO,8A. AVENIDA 10-08 (INTERIOR LOTE 22) CANTON EL MATAZANO ZONA 4,35244494,MAYRA HORTENSIA RUSTRIAN ECUTE,RONALDO DE JESUS ALVIZURES CRUZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0197,46,632,LICEO MIXTO MONTE HOREB,LICEO,2A. AVENIDA 9-75 ZONA 1,66272426,ALMA ROSA MARQUEZ ROSALES,KIMBERLI FRANCI ISABEL ORTIZ PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0204,46,624,COLEGIO MIXTO INTEGRAL BELLA VISTA,COLEGIO,8 AVENIDA 13-49 ZONA 4 CANTON EL MATAZANO,23942045,ROSENDA CORINA SALAY ALBIZURES,JULIO EDUARDO PIRIR AVILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0207,46,405,LICEO CRISTIANO REY SALOMON NO. 2,LICEO,5A. CALLE 7-29 ZONA 4,42142284,BLANCA SARAI GUTIERREZ PINEDA,ALMA BEATRIZ CHAY MOH,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,0208,46,624,COLEGIO MIRINE,COLEGIO,LOTE 18 K SECTOR I ALDEA EL PLATANAR,54674593,ROSENDA CORINA SALAY ALBIZURES,MABEL ANA TORRES GUILLERMO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,7922,46,624,COLEGIO ESPANOL DE GUATEMALA PRINCIPE DE ASTURIAS,COLEGIO,KILÓMETRO 19.5 CARRETERA A SAN JOSE PINULA VILLA LOS PINABETES,66451100,ROSENDA CORINA SALAY ALBIZURES,LILLY ANNETTE CALDERON LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,8224,46,405,INSTITUTO MIXTO NOCTURNO PRIVADO DE EDUCACION BASICA Y DIVERSIFICADO BR. MIGUEL ANGEL CIFUENTES MENDEZ,INSTITUTO,5A. CALLE 3-22 ZONA 2,66348335,BLANCA SARAI GUTIERREZ PINEDA,FELIX RAMIRO CIFUENTES MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,8254,46,633,CENTRO EDUCATIVO INTEGRAL EL SABER,CENTRO,2A. CALLE 1-40 ZONA 2,66343164,MAYRA HORTENSIA RUSTRIAN ECUTE,JUAN CAMO CORTEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01,GUATEMALA,03,SAN JOSE PINULA,9506,46,624,COLEGIO MIXTO BILINGUE LA PRADERA,COLEGIO,KILÓMETRO.19 CARRETERA A SAN JOSE PINULA,66379111,ROSENDA CORINA SALAY ALBIZURES,ALEIDA VERONICA RAMIREZ BATRES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01,GUATEMALA,04,SAN JOSE DEL GOLFO,0003,46,113,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA NITO PALENCIA MAYEN,INSTITUTO,4A. CALLE 3-02 ZONA 1,66416571,MARIA ROXANA PELAEZ HERRERA,LILIAN MARIELA CASTRO SANDOVAL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
01,GUATEMALA,04,SAN JOSE DEL GOLFO,0009,46,113,INSTITUTO NACIONAL NITO PALENCIA MAYEN,INSTITUTO,4A. CALLE 3-01 ZONA 1,55135441,MARIA ROXANA PELAEZ HERRERA,CARLA SIOMARA BELTRAN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
01,GUATEMALA,06,CHINAUTLA,0008,46,112,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JULIAN,INSTITUTO,COLONIA SAN JULIAN,22865087,SANDRA CAROLINA PEREZ DONDIEGO DE CHOC,KAREN ISABEL TREJO RENDON,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
01,GUATEMALA,08,MIXCO,0407,46,609,CENTRO DE APRENDIZAJE BILINGUE NO. 1,CENTRO,7A. CALLE 3-96 SECTOR II COLONIA. BALCONES CIUDAD SAN CRISTOBAL ZONA 8,25048292,SILVIA HORTENSIA GONZALEZ MARTINEZ,GRYSELDA RAMIREZ BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0722,46,639,PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA PRONEA,PROGRAMA,4A. AVENIDA B 0-69 ZONA 2. COLONIA COTIO,22505227,LUDVIN RICARDO URRUTIA LORENTI,ANDREA VANESSA ALDANA VILLAGRAN DE CASTRO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0428,46,409,CENTRO EDUCATIVO SAN JOSE,CENTRO,5A. AVENIDA 16-86 ZONA 11,44477567,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,MIRIAM MENDEZ VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0921,46,639,CENTRO DE ESTUDIOS TECNOLOGICOS EL EXITO,CENTRO,2DA. AVENIDA A 6-47 COLONIA MONTSERRAT I ZONA 4,23349951,LUDVIN RICARDO URRUTIA LORENTI,MANUEL ALEJANDRO MARTINEZ SESAM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0929,46,409,CENTRO DE ESTUDIOS APLICADOS CEA,CENTRO,7A. AVENIDA 20-34 ZONA 10 COLONIA PEREZ GUISASOLA,41423849,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,AMMY JEHIELY MADAI MONTES BIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0932,46,601,CENTRO DE DESARROLLO EDUCATIVO SAN JOSE,CENTRO,7A. CALLE 4-09 COLONIA JARDINES DE SAN JUAN II ZONA 7,55136446,CLAUDIO DANIEL YAC OROZCO,KAROL ALEJANDRA CHAVEZ JIMENEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0935,46,608,COLEGIO MIXTO NUEVA JERUSALEN,COLEGIO,22 CALLE 12-30 COLONIA LAS MARAVILLAS SAN JOSE LA COMUNIDAD ZONA 10,52923380,EDGAR ALBERTO SIMON CHALI,PEDRO ISIDRO RODRIGUEZ ARANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0937,46,616,CENTRO EDUCATIVO FE Y ALEGRIA NO. 2,CENTRO,29 CALLE SECTOR 3 COLONIA CAROLINGIA ZONA 6,24317273,RENE SAZO NAVICHOQUE,GLORIA RAQUEL AILON MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0938,46,616,CENTRO EDUCATIVO FE Y ALEGRIA NO 2,CENTRO,29 CALLE SECTOR 3 COLONIA CAROLINGIA ZONA 6,24317273,RENE SAZO NAVICHOQUE,GLORIA RAQUEL AILON MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0939,46,615,INSTITUTO DE EDUCACION BASICA DOCTOR THEO BLOEM,INSTITUTO,64 CALLE 13-57 ALDEA SACOJ CHIQUITO ZONA 6 MIXCO,24366554,LILIANA MARINA FLORES JIMENEZ,ESGAR AMILCAR LUCH CANEL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0941,46,639,CENTRO EDUCATIVO VDUALITY,CENTRO,1ERA. CALLE 5-31 SECTOR A-6 CIUDAD SAN CRISTOBAL ZONA 8,32050065,LUDVIN RICARDO URRUTIA LORENTI,EDNA CECILIA MORENO ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0943,46,639,CENTRO EDUCATIVO VDUALITY,CENTRO,1ERA. CALLE 5-31 SECTOR A-6 CIUDAD SAN CRISTOBAL ZONA 8,32050065,LUDVIN RICARDO URRUTIA LORENTI,EDNA CECILIA MORENO ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0946,46,639,LICEO INTEGRAL TECNOLOGICO SABIDURIA UNIVERSAL LIT-SU,LICEO,20 CALLE C 3-85 COLONIA SAN JOSE LA COMUNIDAD ZONA 10,42346671,LUDVIN RICARDO URRUTIA LORENTI,HUGO FRANCISCO RUANO PIRIR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0920,46,639,CENTRO DE ESTUDIOS TECNOLOGICOS EL EXITO,CENTRO,2DA AVENIDA A 6-47 COLONIA MONTSERRAT I ZONA 4,23349951,LUDVIN RICARDO URRUTIA LORENTI,MANUEL ALEJANDRO MARTINEZ SESAM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0951,46,639,CENTRO EDUCATIVO HS GUATEMALA,CENTRO,3ERA CALLE 48-59 COLONIA MOLINO DE LAS FLORES ZONA 2,30417860,LUDVIN RICARDO URRUTIA LORENTI,ANA CRISTINA MARTINEZ OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0956,46,639,COLEGIO TECNOLOGICO MODERNO VYGOTSKI,COLEGIO,12 AVENIDA 6-03 ZONA 1,46322725,LUDVIN RICARDO URRUTIA LORENTI,CLAUDIA YANETH SIAN BURRION DE RALDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0957,46,639,COLEGIO TECNOLOGICO MODERNO VYGOTSKI,COLEGIO,12 AVENIDA 6-03 ZONA 1,46322725,LUDVIN RICARDO URRUTIA LORENTI,CLAUDIA YANETH SIAN BURRION,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
01,GUATEMALA,08,MIXCO,0964,46,639,CENTRO DE APRENDIZAJES ISOS,CENTRO,14 AVENIDA 0-81 URBANIZACION GONZALEZ ZONA 2,39914060,LUDVIN RICARDO URRUTIA LORENTI,DILIA MORALES HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE
